0.002,-1.831e-5,-0.018,-9.157,0.018,9.192,-1.602e-6,0,1.602e-6,180,0.002,0.801,28.61,-80.6,9.792,85.147,0,0,0,5.333e4,9330,63.508,0.212,NaN,268.051,NaN,0.021,2.166e6,30,6.731e-4,0.503,7.307e-4,0.381,0.049,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.357e-6,19.4,295.592,85,0,7.134,15,1013.25,340.389,0.002,0.002
0.004,-1.607e-5,-0.016,-8.037,0.016,8.067,-1.406e-6,0,1.406e-6,180,0.001,0.703,28.61,-80.6,9.792,85.129,0,0,0,5.333e4,9330,63.508,0.212,NaN,268.051,NaN,0.021,2.167e6,90,6.808e-4,0.503,7.388e-4,0.381,0.049,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.068e-6,19.4,295.592,85,0,7.136,15,1013.25,340.389,0.002,0.003
0.006,-1.383e-5,-0.014,-6.916,0.014,6.942,-1.21e-6,0,1.21e-6,180,0.001,0.605,28.61,-80.6,9.792,85.111,0,0,0,5.333e4,9330,63.508,0.212,NaN,268.051,NaN,0.021,2.167e6,150,6.885e-4,0.503,7.468e-4,0.381,0.049,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.78e-6,19.4,295.592,85,0,7.137,15,1013.25,340.389,0.002,0.003
0.008,-1.159e-5,-0.012,-5.795,0.012,5.817,-1.014e-6,0,1.014e-6,180,0.001,0.507,28.61,-80.6,9.792,85.093,0,0,0,5.333e4,9330,63.508,0.212,NaN,268.051,NaN,0.021,2.168e6,210,6.963e-4,0.503,7.549e-4,0.381,0.049,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.491e-6,19.4,295.592,85,0,7.139,15,1013.25,340.389,0.002,0.004
0.01,-9.349e-6,-0.009,-4.675,0.009,4.692,-8.179e-7,0,8.179e-7,180,8.179e-4,0.409,28.61,-80.6,9.792,85.075,0,0,0,5.333e4,9330,63.508,0.212,NaN,268.051,NaN,0.021,2.168e6,270,7.042e-4,0.503,7.631e-4,0.381,0.049,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.203e-6,19.4,295.592,85,0,7.14,15,1013.25,340.389,0.002,0.004
0.012,-7.108e-6,-0.007,-3.554,0.007,3.567,-6.218e-7,0,6.218e-7,180,6.218e-4,0.311,28.61,-80.6,9.792,85.057,0,0,0,5.333e4,9330,63.508,0.212,NaN,268.051,NaN,0.021,2.169e6,330,7.121e-4,0.503,7.713e-4,0.381,0.049,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.145e-7,19.4,295.592,85,0,7.142,15,1013.25,340.389,0.002,0.005
0.014,-4.866e-6,-0.005,-2.433,0.005,2.442,-4.257e-7,0,4.257e-7,180,4.257e-4,0.213,28.61,-80.6,9.792,85.039,0,0,0,5.333e4,9330,63.508,0.212,NaN,268.051,NaN,0.021,2.169e6,390,7.201e-4,0.503,7.796e-4,0.381,0.049,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.261e-7,19.4,295.592,85,0,7.143,15,1013.25,340.389,0.002,0.005
0.016,-2.625e-6,-0.003,-1.312,0.003,1.317,-2.296e-7,0,2.296e-7,180,2.296e-4,0.115,28.61,-80.6,9.792,85.021,0,0,0,5.333e4,9330,63.508,0.212,NaN,268.051,NaN,0.021,2.169e6,450,7.281e-4,0.503,7.879e-4,0.381,0.049,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.377e-7,19.4,295.592,85,0,7.144,15,1013.25,340.389,0.002,0.006
0.018,-3.834e-7,-3.834e-4,-0.192,3.849e-4,0.192,-3.354e-8,0,3.354e-8,180,3.354e-5,0.017,28.61,-80.6,9.792,85.003,0,0,0,5.333e4,9330,63.508,0.212,NaN,268.051,NaN,0.021,2.17e6,510,7.362e-4,0.503,7.963e-4,0.381,0.049,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.933e-8,19.4,295.592,85,0,7.146,15,1013.25,340.389,0.002,0.006
0.02,1.858e-6,0.002,0.929,0.002,0.933,1.626e-7,0,1.626e-7,0,1.626e-4,0.081,28.61,-80.6,9.792,84.985,0,0,0,5.333e4,9330,63.508,0.212,NaN,268.051,NaN,0.021,2.17e6,570,7.443e-4,0.503,8.048e-4,0.381,0.049,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.391e-7,19.4,295.592,85,0,7.147,15,1013.25,340.389,0.002,0.007
0.022,9.674e-6,0.006,2.05,0.006,2.058,8.463e-7,0,8.463e-7,0,5.212e-4,0.179,28.61,-80.6,9.792,84.952,0,0,0,5.333e4,9330,63.508,0.212,NaN,268.051,NaN,0.021,2.171e6,630,7.591e-4,0.503,8.204e-4,0.381,0.049,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.666e-7,19.4,295.592,85,0,7.149,15,1013.25,340.389,0.002,0.007
0.024,2.793e-5,0.012,3.17,0.012,3.183,2.444e-6,0,2.444e-6,0,0.001,0.277,28.61,-80.6,9.792,84.901,0,0,0,5.333e4,9330,63.508,0.212,NaN,268.051,NaN,0.021,2.172e6,690,7.823e-4,0.503,8.449e-4,0.381,0.049,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.582e-6,19.4,295.592,85,0,7.15,15,1013.25,340.389,0.002,0.008
